telep,maztaz,OGY26nevj,OGY26megj,OGY26erv,OGY26ervL,OGY26TiszaE,OGY26FideszE,OGY26MiHazankE,OGY26TiszaL,OGY26FideszL,OGY26MiHazankL,EP24Nevj,EP24Megj,EP24Erv,EP24Fidesz,EP24Tisza,EP24Bal,EP24MiHaz,EP24Momo,EP24MKKP,OGY26Reszv,OGY26TiszaEF,OGY26FideszEF,OGY26MiHazankEF,OGY26TiszaLF,OGY26FideszLF,OGY26MiHazankLF,EP24Reszv,EP24FideszF,EP24TiszaF,EP24BalF,EP24MiHazF,EP24MomoF,EP24MKKPF,kat,FideszKul,atfordult,kul,
Kétsoprony,4035,986,812,801,782,331,402,58,344,360,66,1026,628,610,365,140,13,54,4,18,82.4,41.3,50.2,7.2,44.0,46.0,8.4,61.2,59.8,23.0,2.1,8.9,0.7,3.0,7,-9.6,0,-8.9,0
Kisdombegyház,4036,318,213,207,210,81,105,8,83,113,9,349,224,212,141,32,7,16,4,7,67.0,39.1,50.7,3.9,39.5,53.8,4.3,64.2,66.5,15.1,3.3,7.5,1.9,3.3,8,-15.8,0,-11.6,0
Kondoros,4037,3697,2829,2806,2813,1498,1114,154,1507,1067,184,3915,2005,1963,977,549,133,152,37,49,76.5,53.4,39.7,5.5,53.6,37.9,6.5,51.2,49.8,28.0,6.8,7.7,1.9,2.5,6,-10.1,1,13.7,0
Körösladány,4038,3172,2397,2377,2380,1093,1095,159,1107,1073,166,3376,2048,2021,1062,524,82,210,32,46,75.6,46.0,46.1,6.7,46.5,45.1,7.0,60.7,52.5,25.9,4.1,10.4,1.6,2.3,6,-6.5,0,-0.1,0
Körösnagyharsány,4039,410,270,268,266,92,156,20,92,149,18,459,308,292,190,54,16,15,1,7,65.9,34.3,58.2,7.5,34.6,56.0,6.8,67.1,65.1,18.5,5.5,5.1,0.3,2.4,8,-6.9,0,-23.9,0
Köröstarcsa,4040,1841,1357,1347,1353,620,608,91,628,593,99,1891,913,902,458,247,37,86,25,17,73.7,46.0,45.1,6.8,46.4,43.8,7.3,48.3,50.8,27.4,4.1,9.5,2.8,1.9,6,-5.6,1,0.9,0
Körösújfalu,4041,313,190,188,184,55,115,15,60,108,11,353,209,199,140,28,3,16,5,4,60.7,29.3,61.2,8.0,32.6,58.7,6.0,59.2,70.4,14.1,1.5,8.0,2.5,2.0,8,-9.2,0,-31.9,0
Kötegyán,4042,1049,751,740,734,244,455,34,253,419,33,1121,658,642,409,141,39,23,3,10,71.6,33.0,61.5,4.6,34.5,57.1,4.5,58.7,63.7,22.0,6.1,3.6,0.5,1.6,7,-2.2,0,-28.5,0
Kunágota,4043,1851,1214,1206,1211,474,552,81,502,597,90,2009,999,977,608,155,64,94,9,13,65.6,39.3,45.8,6.7,41.5,49.3,7.4,49.7,62.2,15.9,6.6,9.6,0.9,1.3,6,-16.5,0,-6.5,0
Lőkösháza,4044,1241,918,902,907,435,378,62,417,385,56,1294,846,822,399,175,104,77,10,22,74.0,48.2,41.9,6.9,46.0,42.4,6.2,65.4,48.5,21.3,12.7,9.4,1.2,2.7,7,-6.6,1,6.3,0
Magyarbánhegyes,4045,1466,1012,1003,1000,439,472,57,441,479,57,1556,960,931,519,206,76,71,10,13,69.0,43.8,47.1,5.7,44.1,47.9,5.7,61.7,55.7,22.1,8.2,7.6,1.1,1.4,7,-8.7,0,-3.3,0
Magyardombegyház,4046,160,101,100,100,38,51,5,35,54,6,171,115,113,74,17,4,7,1,3,63.1,38.0,51.0,5.0,35.0,54.0,6.0,67.3,65.5,15.0,3.5,6.2,0.9,2.7,8,-14.5,0,-13.0,0
Medgyesbodzás,4047,689,491,478,454,205,145,51,228,176,43,721,460,432,217,83,34,49,8,14,71.3,42.9,30.3,10.7,50.2,38.8,9.5,63.8,50.2,19.2,7.9,11.3,1.9,3.2,8,-19.9,1,12.6,0
Medgyesegyháza,4048,2613,1904,1876,1885,941,593,152,1001,679,178,2734,1614,1560,651,457,104,200,27,46,72.9,50.2,31.6,8.1,53.1,36.0,9.4,59.0,41.7,29.3,6.7,12.8,1.7,2.9,6,-10.1,1,18.6,0
Mezőberény,4049,7462,5463,5418,5394,2880,2029,369,2859,1934,386,7868,3964,3879,1640,1153,336,326,100,132,73.2,53.2,37.4,6.8,53.0,35.9,7.2,50.4,42.3,29.7,8.7,8.4,2.6,3.4,5,-4.8,1,15.7,0
Mezőgyán,4050,701,519,513,516,234,262,8,229,261,9,754,547,533,351,104,38,15,7,5,74.0,45.6,51.1,1.6,44.4,50.6,1.7,72.5,65.9,19.5,7.1,2.8,1.3,0.9,8,-14.8,0,-5.5,0
Mezőhegyes,4051,3612,2613,2592,2593,1579,829,120,1590,843,124,3947,2095,2067,831,767,204,135,35,44,72.3,60.9,32.0,4.6,61.3,32.5,4.8,53.1,40.2,37.1,9.9,6.5,1.7,2.1,6,-8.2,1,28.9,0
Mezőkovácsháza,4052,4215,3149,3126,3126,1648,1140,200,1690,1187,193,4478,2401,2363,1043,783,180,189,53,34,74.7,52.7,36.5,6.4,54.1,38.0,6.2,53.6,44.1,33.1,7.6,8.0,2.2,1.4,5,-7.7,1,16.3,0
Méhkerék,4053,1597,1270,1260,1259,618,607,23,599,587,20,1669,1213,1182,637,405,60,35,11,11,79.5,49.0,48.2,1.8,47.6,46.6,1.6,72.7,53.9,34.3,5.1,3.0,0.9,0.9,7,-5.7,1,0.9,0
Murony,4054,905,734,725,726,412,265,36,414,271,31,956,641,635,291,175,48,61,14,19,81.1,56.8,36.6,5.0,57.0,37.3,4.3,67.1,45.8,27.6,7.6,9.6,2.2,3.0,7,-9.3,1,20.3,0
Nagybánhegyes,4055,912,670,666,665,320,286,37,327,277,36,966,613,604,313,134,40,55,11,14,73.5,48.0,42.9,5.6,49.2,41.7,5.4,63.5,51.8,22.2,6.6,9.1,1.8,2.3,7,-8.9,1,5.1,0
Nagykamarás,4056,897,634,623,625,287,234,47,301,255,51,971,613,598,283,146,32,78,11,18,70.7,46.1,37.6,7.5,48.2,40.8,8.2,63.1,47.3,24.4,5.4,13.0,1.8,3.0,7,-9.8,1,8.5,0
Nagyszénás,4057,3575,2703,2676,2681,1452,975,189,1457,1012,169,3847,2113,2076,907,635,161,168,81,54,75.6,54.3,36.4,7.1,54.3,37.7,6.3,54.9,43.7,30.6,7.8,8.1,3.9,2.6,6,-7.3,1,17.8,0
Okány,4058,1658,1173,1153,1159,490,584,61,507,560,70,1761,1079,1046,573,250,69,92,10,19,70.7,42.5,50.7,5.3,43.7,48.3,6.0,61.3,54.8,23.9,6.6,8.8,1.0,1.8,6,-4.1,0,-8.2,0
Orosháza,4059,20676,15851,15738,15771,9384,5013,922,9428,5118,900,22111,12094,11957,4482,3956,1186,1118,447,318,76.7,59.6,31.9,5.9,59.8,32.5,5.7,54.7,37.5,33.1,9.9,9.4,3.7,2.7,3,-5.6,1,27.8,0
Örménykút,4060,240,187,184,182,74,100,5,71,96,9,268,196,192,115,43,9,12,3,3,77.9,40.2,54.3,2.7,39.0,52.7,4.9,73.1,59.9,22.4,4.7,6.3,1.6,1.6,8,-5.5,0,-14.1,0
Pusztaföldvár,4061,1186,845,829,843,409,326,67,415,344,64,1230,755,732,345,172,37,92,23,22,71.2,49.3,39.3,8.1,49.2,40.8,7.6,61.4,47.1,23.5,5.1,12.6,3.1,3.0,7,-7.8,1,10.0,0
Pusztaottlaka,4062,254,188,177,186,48,37,9,74,88,18,266,173,169,104,27,11,18,2,0,74.0,27.1,20.9,5.1,39.8,47.3,9.7,65.0,61.5,16.0,6.5,10.7,1.2,0.0,8,-40.6,1,6.2,0
Sarkad,4063,7257,5051,5006,4968,2250,2455,247,2238,2348,264,7622,3923,3858,2183,1010,205,254,45,57,69.6,44.9,49.0,4.9,45.0,47.3,5.3,51.5,56.6,26.2,5.3,6.6,1.2,1.5,5,-7.5,0,-4.1,0
Sarkadkeresztúr,4064,1130,866,853,859,394,402,44,400,381,49,1242,677,660,369,180,45,34,7,13,76.6,46.2,47.1,5.2,46.6,44.4,5.7,54.5,55.9,27.3,6.8,5.2,1.1,2.0,7,-8.8,0,-0.9,0
Szabadkígyós,4065,1907,1499,1491,1494,764,611,84,795,569,95,2047,1241,1216,539,334,90,139,27,29,78.6,51.2,41.0,5.6,53.2,38.1,6.4,60.6,44.3,27.5,7.4,11.4,2.2,2.4,6,-3.3,1,10.3,0
Szarvas,4066,11427,9017,8970,8953,4826,3515,490,4822,3329,578,12109,7158,7084,3121,2266,362,591,168,193,78.9,53.8,39.2,5.5,53.9,37.2,6.5,59.1,44.1,32.0,5.1,8.3,2.4,2.7,4,-4.9,1,14.6,0
Szeghalom,4067,6351,4903,4845,4852,2726,1759,278,2735,1715,305,6821,3655,3599,1441,1183,334,334,79,89,77.2,56.3,36.3,5.7,56.4,35.3,6.3,53.6,40.0,32.9,9.3,9.3,2.2,2.5,5,-3.7,1,20.0,0
Tarhos,4068,601,449,447,447,199,220,26,205,208,32,632,340,334,202,54,18,39,6,5,74.7,44.5,49.2,5.8,45.9,46.5,7.2,53.8,60.5,16.2,5.4,11.7,1.8,1.5,8,-11.3,0,-4.7,0
Telekgerendás,4069,1184,957,951,949,462,404,66,472,372,76,1264,692,682,329,186,41,61,17,21,80.8,48.6,42.5,6.9,49.7,39.2,8.0,54.7,48.2,27.3,6.0,8.9,2.5,3.1,7,-5.8,1,6.1,0
Tótkomlós,4070,4290,3163,3132,3139,1693,1162,154,1710,1158,158,4589,2563,2506,1176,607,271,179,81,91,73.7,54.1,37.1,4.9,54.5,36.9,5.0,55.9,46.9,24.2,10.8,7.1,3.2,3.6,5,-9.8,1,17.0,0
Újkígyós,4071,3901,3020,3005,2994,1444,1354,155,1515,1203,200,4098,2226,2186,1025,589,142,231,59,51,77.4,48.1,45.1,5.2,50.6,40.2,6.7,54.3,46.9,26.9,6.5,10.6,2.7,2.3,6,-1.8,1,3.0,0
Újszalonta,4072,75,50,50,50,17,29,4,17,26,6,79,53,50,33,10,2,2,2,0,66.7,34.0,58.0,8.0,34.0,52.0,12.0,67.1,66.0,20.0,4.0,4.0,4.0,0.0,8,-8.0,0,-24.0,0
Végegyháza,4073,934,624,617,611,296,271,24,300,260,27,971,592,583,295,142,49,42,8,16,66.8,48.0,43.9,3.9,49.1,42.6,4.4,61.0,50.6,24.4,8.4,7.2,1.4,2.7,7,-6.7,1,4.1,0
Vésztő,4074,4897,3452,3423,3412,1447,1792,153,1464,1674,174,5171,2747,2687,1575,620,126,179,55,41,70.5,42.3,52.4,4.5,42.9,49.1,5.1,53.1,58.6,23.1,4.7,6.7,2.0,1.5,5,-6.3,0,-10.1,0
Zsadány,4075,1120,830,821,824,340,436,31,335,411,37,1199,793,772,500,120,65,45,4,12,74.1,41.4,53.1,3.8,40.7,49.9,4.5,66.1,64.8,15.5,8.4,5.8,0.5,1.6,7,-11.7,0,-11.7,0
Abaújalpár,5001,65,49,48,49,19,25,3,20,22,6,63,42,42,19,4,5,6,1,4,75.4,39.6,52.1,6.3,40.8,44.9,12.2,66.7,45.2,9.5,11.9,14.3,2.4,9.5,8,6.8,0,-12.5,0
Abaújkér,5002,451,335,335,332,141,168,16,135,166,15,471,346,342,204,74,14,26,7,10,74.3,42.1,50.1,4.8,40.7,50.0,4.5,73.5,59.6,21.6,4.1,7.6,2.0,2.9,8,-9.5,0,-8.1,0
Abaújlak,5003,64,45,43,42,13,28,2,11,27,2,69,40,40,30,6,0,2,0,0,70.3,30.2,65.1,4.7,26.2,64.3,4.8,58.0,75.0,15.0,0.0,5.0,0.0,0.0,8,-9.9,0,-34.9,0
Abaújszántó,5004,2114,1515,1496,1497,805,574,100,800,567,108,2235,1060,1047,534,283,48,78,27,25,71.7,53.8,38.4,6.7,53.4,37.9,7.2,47.4,51.0,27.0,4.6,7.4,2.6,2.4,6,-12.6,1,15.4,0
Abaújszolnok,5005,131,78,78,76,26,52,0,23,28,0,133,99,98,91,4,2,1,0,0,59.5,33.3,66.7,0.0,30.3,36.8,0.0,74.4,92.9,4.1,2.0,1.0,0.0,0.0,8,-26.2,0,-33.3,0
Abaújvár,5006,97,70,69,70,31,36,1,31,38,1,117,67,64,39,19,2,2,0,0,72.2,44.9,52.2,1.4,44.3,54.3,1.4,57.3,60.9,29.7,3.1,3.1,0.0,0.0,8,-8.8,0,-7.2,0
Abod,5007,122,94,93,93,27,61,4,29,58,4,134,103,101,68,14,1,8,4,3,77.0,29.0,65.6,4.3,31.2,62.4,4.3,76.9,67.3,13.9,1.0,7.9,4.0,3.0,8,-1.7,0,-36.6,0
Aggtelek,5008,396,314,314,313,134,161,12,143,155,12,430,332,326,191,78,12,14,10,5,79.3,42.7,51.3,3.8,45.7,49.5,3.8,77.2,58.6,23.9,3.7,4.3,3.1,1.5,8,-7.3,0,-8.6,0
Alacska,5009,541,385,383,384,202,165,12,202,164,14,566,341,334,175,63,25,23,11,5,71.2,52.7,43.1,3.1,52.6,42.7,3.6,60.2,52.4,18.9,7.5,6.9,3.3,1.5,8,-9.3,1,9.7,0
Alsóberecki,5010,558,418,416,415,238,164,12,235,163,12,570,298,291,127,100,19,30,5,2,74.9,57.2,39.4,2.9,56.6,39.3,2.9,52.3,43.6,34.4,6.5,10.3,1.7,0.7,8,-4.2,1,17.8,0
Alsódobsza,5011,207,177,177,177,64,96,16,71,85,20,219,146,144,87,25,7,19,0,4,85.5,36.2,54.2,9.0,40.1,48.0,11.3,66.7,60.4,17.4,4.9,13.2,0.0,2.8,8,-6.2,0,-18.1,0
Alsógagy,5012,61,52,52,51,23,23,6,22,21,7,71,64,62,28,8,9,13,0,2,85.2,44.2,44.2,11.5,43.1,41.2,13.7,90.1,45.2,12.9,14.5,21.0,0.0,3.2,8,-0.9,0,0.0,0
Alsóregmec,5013,144,122,122,122,60,56,5,60,54,8,151,127,126,66,35,8,7,1,0,84.7,49.2,45.9,4.1,49.2,44.3,6.6,84.1,52.4,27.8,6.3,5.6,0.8,0.0,8,-6.5,1,3.3,0
Alsószuha,5014,310,241,241,238,81,130,17,90,126,17,319,253,251,157,40,12,22,3,5,77.7,33.6,53.9,7.1,37.8,52.9,7.1,79.3,62.5,15.9,4.8,8.8,1.2,2.0,8,-8.6,0,-20.3,0
Alsótelekes,5015,96,74,73,74,31,38,2,35,34,3,105,75,73,37,19,6,3,2,1,77.1,42.5,52.1,2.7,47.3,45.9,4.1,71.4,50.7,26.0,8.2,4.1,2.7,1.4,8,1.4,0,-9.6,0
Alsóvadász,5016,1041,600,591,594,250,280,56,253,277,47,1056,668,641,426,69,29,75,6,5,57.6,42.3,47.4,9.5,42.6,46.6,7.9,63.3,66.5,10.8,4.5,11.7,0.9,0.8,7,-19.1,0,-5.1,0
Alsózsolca,5017,4103,2994,2968,2962,1484,1254,130,1509,1193,145,4203,2309,2266,1079,616,166,186,46,47,73.0,50.0,42.3,4.4,50.9,40.3,4.9,54.9,47.6,27.2,7.3,8.2,2.0,2.1,5,-5.4,1,7.7,0
Arka,5018,45,41,41,41,26,8,6,25,10,6,54,39,37,15,11,1,7,1,2,91.1,63.4,19.5,14.6,61.0,24.4,14.6,72.2,40.5,29.7,2.7,18.9,2.7,5.4,8,-21.0,1,43.9,0
Arló,5019,2420,1342,1324,1328,418,833,55,409,838,58,2504,1106,1045,735,139,39,60,10,15,55.5,31.6,62.9,4.2,30.8,63.1,4.4,44.2,70.3,13.3,3.7,5.7,1.0,1.4,6,-7.4,0,-31.3,0
Arnót,5020,1780,1459,1451,1452,718,602,89,734,599,98,1880,1271,1256,583,363,88,103,32,32,82.0,49.5,41.5,6.1,50.6,41.3,6.7,67.6,46.4,28.9,7.0,8.2,2.5,2.5,6,-4.9,1,8.0,0
Aszaló,5021,1302,894,883,876,385,467,29,396,419,33,1324,907,865,550,172,22,58,16,11,68.7,43.6,52.9,3.3,45.2,47.8,3.8,68.5,63.6,19.9,2.5,6.7,1.8,1.3,7,-10.7,0,-9.3,0
Ároktő,5022,756,510,506,501,183,290,27,188,271,32,779,503,485,321,77,28,36,2,9,67.5,36.2,57.3,5.3,37.5,54.1,6.4,64.6,66.2,15.9,5.8,7.4,0.4,1.9,7,-8.9,0,-21.1,0
Baktakék,5023,528,325,325,325,113,186,25,108,187,21,532,377,360,259,59,12,11,3,3,61.6,34.8,57.2,7.7,33.2,57.5,6.5,70.9,71.9,16.4,3.3,3.1,0.8,0.8,8,-14.7,0,-22.5,0
Balajt,5024,342,182,176,178,42,126,6,42,129,3,335,247,234,184,20,8,9,4,0,53.2,23.9,71.6,3.4,23.6,72.5,1.7,73.7,78.6,8.5,3.4,3.8,1.7,0.0,8,-7.0,0,-47.7,0
Baskó,5025,134,121,120,119,35,78,6,33,67,15,155,132,131,96,20,2,9,0,4,90.3,29.2,65.0,5.0,27.7,56.3,12.6,85.2,73.3,15.3,1.5,6.9,0.0,3.1,8,-8.3,0,-35.8,0
Bánhorváti,5026,991,745,744,742,287,409,42,307,364,57,1048,614,605,358,125,36,50,11,13,75.2,38.6,55.0,5.6,41.4,49.1,7.7,58.6,59.2,20.7,6.0,8.3,1.8,2.1,7,-4.2,0,-16.4,0
Bánréve,5027,880,655,649,649,304,298,36,312,267,41,942,602,577,265,165,35,48,31,11,74.4,46.8,45.9,5.5,48.1,41.1,6.3,63.9,45.9,28.6,6.1,8.3,5.4,1.9,7,0.0,1,0.9,0
Becskeháza,5028,21,21,21,21,9,8,4,9,7,4,24,21,21,9,4,3,1,1,1,100.0,42.9,38.1,19.0,42.9,33.3,19.0,87.5,42.9,19.0,14.3,4.8,4.8,4.8,8,-4.8,1,4.8,0
Bekecs,5029,1867,1516,1502,1505,837,585,68,885,501,101,1951,1128,1116,457,396,76,102,22,29,81.2,55.7,38.9,4.5,58.8,33.3,6.7,57.8,40.9,35.5,6.8,9.1,2.0,2.6,6,-2.0,1,16.8,0
Berente,5030,830,609,604,603,347,178,70,350,187,54,868,552,534,219,145,53,49,12,14,73.4,57.5,29.5,11.6,58.0,31.0,9.0,63.6,41.0,27.2,9.9,9.2,2.2,2.6,7,-11.5,1,28.0,0
Beret,5031,205,142,140,134,26,114,0,16,85,0,215,175,172,120,5,4,0,3,0,69.3,18.6,81.4,0.0,11.9,63.4,0.0,81.4,69.8,2.9,2.3,0.0,1.7,0.0,8,11.7,0,-62.9,0
Berzék,5032,719,499,496,494,191,273,23,195,265,27,749,439,428,272,84,12,29,2,10,69.4,38.5,55.0,4.6,39.5,53.6,5.5,58.6,63.6,19.6,2.8,6.8,0.5,2.3,7,-8.5,0,-16.5,0
Bodroghalom,5033,921,621,614,607,302,268,24,293,263,27,962,514,499,274,113,52,37,3,7,67.4,49.2,43.6,3.9,48.3,43.3,4.4,53.4,54.9,22.6,10.4,7.4,0.6,1.4,7,-11.3,1,5.5,0
Bodrogkeresztúr,5034,687,558,553,557,266,262,23,277,245,30,763,560,552,275,156,30,41,15,10,81.2,48.1,47.4,4.2,49.7,44.0,5.4,73.4,49.8,28.3,5.4,7.4,2.7,1.8,8,-2.4,1,0.7,0
Bodrogkisfalud,5035,604,492,491,490,255,202,28,265,178,35,654,455,448,197,123,43,44,10,13,81.5,51.9,41.1,5.7,54.1,36.3,7.1,69.6,44.0,27.5,9.6,9.8,2.2,2.9,8,-2.8,1,10.8,0
Bodrogolaszi,5036,684,523,521,521,287,197,25,288,197,24,693,470,464,204,147,16,54,10,10,76.5,55.1,37.8,4.8,55.3,37.8,4.6,67.8,44.0,31.7,3.4,11.6,2.2,2.2,8,-6.2,1,17.3,0
Bogács,5037,1584,1216,1200,1203,588,514,82,597,494,93,1655,950,921,431,280,58,83,16,26,76.8,49.0,42.8,6.8,49.6,41.1,7.7,57.4,46.8,30.4,6.3,9.0,1.7,2.8,7,-4.0,1,6.2,0
Boldogkőújfalu,5038,388,215,206,210,88,112,6,102,106,2,403,209,204,165,9,6,6,4,6,55.4,42.7,54.4,2.9,48.6,50.5,1.0,51.9,80.9,4.4,2.9,2.9,2.0,2.9,8,-26.5,0,-11.7,0
Boldogkőváralja,5039,637,477,474,473,232,216,19,231,216,16,707,520,492,259,123,48,16,17,13,74.9,48.9,45.6,4.0,48.8,45.7,3.4,73.6,52.6,25.0,9.8,3.3,3.5,2.6,7,-7.1,1,3.4,0
Boldva,5040,1777,1205,1193,1198,563,543,67,569,530,81,1837,1028,1005,508,238,66,97,25,20,67.8,47.2,45.5,5.6,47.5,44.2,6.8,56.0,50.5,23.7,6.6,9.7,2.5,2.0,6,-5.0,1,1.7,0
Borsodbóta,5041,576,359,355,358,192,126,28,195,107,25,605,351,331,152,75,46,26,6,3,62.3,54.1,35.5,7.9,54.5,29.9,7.0,58.0,45.9,22.7,13.9,7.9,1.8,0.9,8,-10.4,1,18.6,0
Borsodgeszt,5042,212,172,169,170,75,78,12,78,82,6,232,178,175,97,30,7,18,9,6,81.1,44.4,46.2,7.1,45.9,48.2,3.5,76.7,55.4,17.1,4.0,10.3,5.1,3.4,8,-9.3,0,-1.8,0
Borsodivánka,5043,396,319,313,315,168,122,14,174,120,17,421,313,306,133,99,30,24,5,7,80.6,53.7,39.0,4.5,55.2,38.1,5.4,74.3,43.5,32.4,9.8,7.8,1.6,2.3,8,-4.5,1,14.7,0
Borsodnádasd,5044,2158,1460,1442,1439,588,750,78,592,724,86,2241,1329,1307,732,246,105,124,13,22,67.7,40.8,52.0,5.4,41.1,50.3,6.0,59.3,56.0,18.8,8.0,9.5,1.0,1.7,6,-4.0,0,-11.2,0
Borsodszentgyörgy,5045,795,568,561,562,229,274,51,235,263,57,889,445,439,237,103,25,41,2,6,71.4,40.8,48.8,9.1,41.8,46.8,10.1,50.1,54.0,23.5,5.7,9.3,0.5,1.4,8,-5.1,0,-8.0,0
Borsodszirák,5046,888,610,605,602,278,295,31,278,276,27,919,644,621,403,107,26,48,6,6,68.7,46.0,48.8,5.1,46.2,45.8,4.5,70.1,64.9,17.2,4.2,7.7,1.0,1.0,7,-16.1,0,-2.8,0
Bódvalenke,5047,187,95,94,95,3,90,1,4,89,2,190,148,132,123,1,1,4,0,0,50.8,3.2,95.7,1.1,4.2,93.7,2.1,77.9,93.2,0.8,0.8,3.0,0.0,0.0,8,2.6,0,-92.6,0
Bódvarákó,5048,54,38,38,38,9,26,1,10,27,1,78,46,45,35,4,1,2,1,1,70.4,23.7,68.4,2.6,26.3,71.1,2.6,59.0,77.8,8.9,2.2,4.4,2.2,2.2,8,-9.4,0,-44.7,0
Bódvaszilas,5049,645,481,478,473,174,285,13,178,269,19,734,511,501,307,90,26,35,7,13,74.6,36.4,59.6,2.7,37.6,56.9,4.0,69.6,61.3,18.0,5.2,7.0,1.4,2.6,8,-1.7,0,-23.2,0
Bózsva,5050,151,118,118,118,58,47,10,58,48,10,146,99,96,44,34,3,11,0,2,78.1,49.2,39.8,8.5,49.2,40.7,8.5,67.8,45.8,35.4,3.1,11.5,0.0,2.1,8,-6.0,1,9.3,0
Bőcs,5051,1940,1443,1416,1410,648,656,101,660,583,123,2026,1273,1249,714,260,51,120,23,19,74.4,45.8,46.3,7.1,46.8,41.3,8.7,62.8,57.2,20.8,4.1,9.6,1.8,1.5,6,-10.8,0,-0.6,0
Bükkaranyos,5052,1162,888,874,851,495,316,49,489,300,43,1216,716,706,324,214,36,64,18,18,76.4,56.6,36.2,5.6,57.5,35.3,5.1,58.9,45.9,30.3,5.1,9.1,2.5,2.5,7,-9.7,1,20.5,0
Bükkábrány,5053,1290,1079,1075,1072,481,468,107,498,452,101,1321,820,812,430,207,42,83,9,16,83.6,44.7,43.5,10.0,46.5,42.2,9.4,62.1,53.0,25.5,5.2,10.2,1.1,2.0,7,-9.4,1,1.2,0
Bükkmogyorósd,5054,97,79,79,79,36,35,6,35,33,9,118,104,102,45,23,13,11,1,2,81.4,45.6,44.3,7.6,44.3,41.8,11.4,88.1,44.1,22.5,12.7,10.8,1.0,2.0,8,0.2,1,1.3,0
Bükkszentkereszt,5055,865,711,707,707,350,275,69,344,270,72,931,650,639,296,175,26,65,12,30,82.2,49.5,38.9,9.8,48.7,38.2,10.2,69.8,46.3,27.4,4.1,10.2,1.9,4.7,7,-7.4,1,10.6,0
Bükkzsérc,5056,778,634,631,633,280,284,62,290,265,72,816,569,563,281,139,41,66,8,10,81.5,44.4,45.0,9.8,45.8,41.9,11.4,69.7,49.9,24.7,7.3,11.7,1.4,1.8,8,-4.9,0,-0.6,0
Büttös,5057,122,90,86,86,22,60,4,22,61,3,132,92,92,65,8,6,10,1,1,73.8,25.6,69.8,4.7,25.6,70.9,3.5,69.7,70.7,8.7,6.5,10.9,1.1,1.1,8,-0.9,0,-44.2,0
Cigánd,5058,2146,1218,1208,1190,572,579,45,564,542,46,2228,1107,1076,661,205,88,63,11,9,56.8,47.4,47.9,3.7,47.4,45.5,3.9,49.7,61.4,19.1,8.2,5.9,1.0,0.8,6,-13.5,0,-0.6,0
Csenyéte,5059,297,163,159,160,7,147,3,8,152,0,283,232,228,224,0,2,0,0,0,54.9,4.4,92.5,1.9,5.0,95.0,0.0,82.0,98.2,0.0,0.9,0.0,0.0,0.0,8,-5.8,0,-88.1,0
Cserépfalu,5060,778,664,663,662,325,294,37,341,274,40,815,611,603,283,195,26,49,15,18,85.3,49.0,44.3,5.6,51.5,41.4,6.0,75.0,46.9,32.3,4.3,8.1,2.5,3.0,8,-2.6,1,4.7,0
Cserépváralja,5061,291,247,245,244,124,101,16,126,100,12,320,261,256,100,55,20,28,4,3,84.9,50.6,41.2,6.5,51.6,41.0,4.9,81.6,39.1,21.5,7.8,10.9,1.6,1.2,8,2.2,1,9.4,0
Csernely,5062,479,322,320,320,114,185,15,122,166,22,535,358,347,201,77,18,24,8,11,67.2,35.6,57.8,4.7,38.1,51.9,6.9,66.9,57.9,22.2,5.2,6.9,2.3,3.2,8,-0.1,0,-22.2,0
Csincse,5063,417,343,341,342,193,116,23,188,117,24,441,313,311,153,74,12,37,5,12,82.3,56.6,34.0,6.7,55.0,34.2,7.0,71.0,49.2,23.8,3.9,11.9,1.6,3.9,8,-15.2,1,22.6,0
Csobaj,5064,546,367,367,366,153,197,14,159,183,17,552,264,259,167,46,22,17,0,2,67.2,41.7,53.7,3.8,43.4,50.0,4.6,47.8,64.5,17.8,8.5,6.6,0.0,0.8,8,-10.8,0,-12.0,0
Csobád,5065,481,352,348,346,144,180,22,135,161,21,513,406,379,245,59,17,32,3,2,73.2,41.4,51.7,6.3,39.0,46.5,6.1,79.1,64.6,15.6,4.5,8.4,0.8,0.5,8,-12.9,0,-10.3,0
Csokvaomány,5066,498,360,359,359,170,167,15,172,160,21,562,381,372,190,79,40,34,9,5,72.3,47.4,46.5,4.2,47.9,44.6,5.8,67.8,51.1,21.2,10.8,9.1,2.4,1.3,8,-4.6,1,0.8,0
Damak,5067,170,157,153,153,80,59,14,81,55,17,181,165,163,77,29,4,32,7,2,92.4,52.3,38.6,9.2,52.9,35.9,11.1,91.2,47.2,17.8,2.5,19.6,4.3,1.2,8,-8.7,1,13.7,0
Dámóc,5068,243,169,167,167,67,91,7,64,91,5,271,211,200,133,33,7,20,0,3,69.5,40.1,54.5,4.2,38.3,54.5,3.0,77.9,66.5,16.5,3.5,10.0,0.0,1.5,8,-12.0,0,-14.4,0
Debréte,5069,9,8,8,8,2,6,0,2,6,0,13,10,10,7,2,1,0,0,0,88.9,25.0,75.0,0.0,25.0,75.0,0.0,76.9,70.0,20.0,10.0,0.0,0.0,0.0,8,5.0,0,-50.0,0
Detek,5070,185,144,143,142,50,83,8,48,77,12,214,192,190,120,23,10,20,0,2,77.8,35.0,58.0,5.6,33.8,54.2,8.5,89.7,63.2,12.1,5.3,10.5,0.0,1.1,8,-5.1,0,-23.1,0
